id,headline,author,date,year,newspaper,newspaper_code,section,word_count,text
869,"Editorial; Opinion, Columns Fancy a stay at The Fur Seasons?",,2024-06-03,2024,The Sun,THESUN,,673,"TOP DOGGIE-FRIENDLY HOTELS

FOR many of us, our dogs are considered one of the family and they are treated as such in our homes.

But when we go on holiday, we often have to leave our furry friends behind in the care of pet sitters or kennels.

Ireland is slowly becoming more pet friendly, with pubs such as Jack's Bar Restaurant Garden in Kells, Brewdog in Dublin and Crew Brewing Co in Limerick now allowing dogs to join their owners for a pint.

But pet lovers now want more shops, restaurants and bars to follow suit.

Here, dog mum NICOLA BARDON has found some staycations for you and your pooch to enjoy together.

THE ARDILAUN

GALWAY is quickly earning a name for itself as one of the country's most pet-friendly locations.

At the Ardilaun Hotel and Leisure Club, dogs are welcome in its Garden Rooms, which have a patio area so they can easily access the gardens for walkies or toilet time.

Dogs are allowed in most areas of the hotel except the restaurants and bar. If you do want to eat with your furry friend, the Ardilaun has an outdoor area, which has a covered section in case the Irish summer makes an appearance.

THE TWELVE

MANY dog lovers will have heard of this stylish hotel just 20 minutes from Galway's centre.

Dogs receive a welcome bag filled with treats, poo bags and a soft toy at check-in.

There are three pet suites, which have a dog bed, map with the perfect walks marked and a menu.

Dogs are welcome in every area of the hotel at no extra fee and you are free to leave them in the room while you go out.

DUNMORE HOUSE

IF you are headed south, check into the Dunmore House Hotel in Clonakilty, Cork, where it is free of charge to bring up to three pets.

Dogs are welcome in all areas of the hotel, except the Michelin-recommended Adrift restaurant. But they can join you for breakfast in the lounge instead.

There are five pet-friendly groundfloor rooms, each with a balcony overlooking the iconic Wild Atlantic Way and walk-in showers.

You will also find doggy treats around the hotel.

BALLINADEE BUS

FANCY a holiday that's a bit different? The Ballinadee Bus in Cork is a chance to stay in a former double decker that has been converted into a homestay for up to six people.

As seen on Dermot Bannon's Super Small Spaces, there are two buses with wifi, air conditioning, a hot tub and hammocks. Or you can pitch a tent in the campsite.

Ballinadee Bus even has its own rescue farm, with donkeys, alpacas, cows and pigs. You can also enjoy the views with a drink at the outdoor bar or coffee shop.

OCEAN SANDS HOTEL

IN Sligo, you can find the pet-loving beachside hotel.

There are eight dog-friendly rooms available, as well as self-catering apartments with a patio on the ground floor. Rooms are as close as possible to the main door for your four-legged pal's night-time toilet trips.

Dogs are allowed to join you in the lobby area at designated pet tables.

Ocean Sands Hotel welcomes up to two dogs per room, but you have to bring your own lead and dog bed. Book on the phone to guarantee a dog room.

GLASSON LAKEHOUSE

THE Glasson Lakehouse in Co Westmeath has views of Athlone and gorgeous grounds to explore with your pet to tire them out before a cocktail or pint on the outdoor terrace at Tom's Bar, or in the lobby.

The exclusive Doggy Rooms come with everything you need, including blankets, water bowls, tasty treats and plenty of space for them to have fun. Dogs are allowed in all areas of the hotel except Bonnie's restaurant.

Meanwhile, front desk can recommend dogfriendly places nearby and provide maps, trails and picnic spots."
870,"Hell yes, sign Labour's business support letter",Rutherford Hall,2024-06-03,2024,Financial Times,FTFT,Business,868,"Critical Comms

Messages from the archive of Rutherford Hall, critical communications strategist WhatsApp to Stephen: I've just had Jane from LOTO (Labour leader's office) on the line. She's organising a business letter for Starmer and wants me to help rustle up a few of our clients. She even asked me to sign but I've said I prefer to stay behind the scenes. But we probably need to find a couple of names.

--------------------- From: Rutherford@monkwellstrategy.com To: PHILKW@LKANDW.co.uk Phil. It's definitely flattering that Labour has approached you to sign their business leaders letter. My general advice is ""hell yes"" to backing the winning horse. But just a few things to bear in mind.

Number 1. Unless you are a dyed in the wool supporter which our previous efforts to get you in with Liz Truss would suggest you aren't then make sure this is a business decision, which you can align with what you do, and square your shareholders.

Number 2. Who else is on the list? If the other top business leaders are Michelle Mone, Frank Hester, that bloke from BrewDog or anyone who runs a water company then give it a swerve.

Number 3. Are you prominent on the list of names? You want to be in the top 5, one of the ones who actually gets noted. A good deed is not a good deed if no one sees you doing it. But you also want Premier League names only. You don't belong with the small fry. Don't sign anything that doesn't make you look good.

Number 4: The other side will want to discredit the list so are you OK with some extra scrutiny?

And 5: You have to be happy with at least a bit of the letter. And not just the punctuation. You have to be able to say you believe at least a few of the words in between.

Best, Rutherford Find me on Strava, KoM Sydenham Hill, PR Al Jubailah/Bawdah Loop 42 mins. ---------------------WhatsApp to PhilK: No it needs to be more than prepositions as well. Actual sentiments.

WhatsApp to PhilK: Sorry Phil I've literally never heard of half these people. You look like the only decent name. Some are retired. You want to be on the letter that the white papers say features ""captains of industry"". This is the lance corporals of industry. WhatsApp to Stephen: Whose brilliant idea was it to hold our summer party on the night of the election?

WhatsApp to Stephen: Yes, I know it was my idea but we have to move it. Otherwise it will just be clients, retiring MPs and journalists killing time till the exit poll. We need to reschedule for the week after. All the new ministers will rock up. The clients will love it. We'll even get a big mention in the Politico email. Just make sure we don't clash with the big leftie organisations like the New Statesman, Labour Together or the BBC.

WhatsApp to LOTOJane: Jane, sorry to hear about Phil saying no. I'm surprised because he's privately very enthusiastic about Keir. Let me talk to him.

WhatsApp to Stephen: Aargh. Jane says Keir is relying on us to find some names. In other words, we're in Siberia unless we help.

WhatsApp to list 1: Hi, just a heads-up to a few close clients who might be interested. Keir Starmer's team are looking for people to sign a supportive business letter. This election is as near as you get to a sure thing and there's big brownie points available. Let me know if you are interested.

WhatsApp to LOTOJane: Great news, I've got a few clients ready to sign up including some major business bosses David at Fracarys and John from BigEnergy

WhatsApp to LOTOJane: Well yes, there's a teensy fossil fuel dimension to their work. But this is an economy letter not an environment one and anyway they are very forward-looking about the green transition WhatsApp to BigEnergy John: We're on. Now remember, you are very excited by clean energy and the green transition. Maybe keep mum with your views on Ed Miliband and don't mention the renewed focus on the North Sea fields till after the election. WhatsApp to BigEnergy John: I know you aren't aligned with their policy but tell your board this is the best way to influence decisions. And you like most of the letter.

WhatsApp to BigEnergy John: Well, you like the punctuation. WhatsApp to LOTOJane: That's great and I'm sure they will pull in some other big names. I've got Phil K to agree too.

WhatsApp to LOTOJane: Not at all. I'm glad Keir is pleased and please tell him I was happy to help. Look forward to seeing you all at our summer party. Will keep the champagne on ice. Messages recovered by Robert Shrimsley

'

This election is as near as you get to a sure thing and there's big brownie points available '"
871,"Hell yes, sign Labour’ business letter",Rutherford Hall,2024-06-03,2024,Financial Times (FT.Com),FTCOM,,887,"A behind-the-scenes look at the work of Rutherford Hall, critical communications strategist

Messages from the archive of Rutherford Hall, critical communications strategist

WhatsApp to Stephen: I’e just had Jane from LOTO (Labour leader’ office) on the line. She’ organising a business letter for Starmer and wants me to help rustle up a few of our clients. She even asked me to sign but I’e said I prefer to stay behind the scenes. But we probably need to find a couple of names.

From: Rutherford@monkwellstrategy.com

To: PhilKW@LKandW.co.uk

Phil. It’ definitely flattering that Labour has approached you to sign their business leaders letter. My general advice is “ell yes”o backing the winning horse. But just a few things to bear in mind.

Number 1. Unless you are a dyed in the wool supporter —hich our previous efforts to get you in with Liz Truss would suggest you aren’ —hen make sure this is a business decision, which you can align with what you do, and square your shareholders.

Number 2. Who else is on the list? If the other top business leaders are Michelle Mone, Frank Hester, that bloke from BrewDog or anyone who runs a water company then give it a swerve.

Number 3. Are you prominent on the list of names? You want to be in the top 5, one of the ones who actually gets noted. A good deed is not a good deed if no one sees you doing it. But you also want Premier League names only. You don’ belong with the small fry. Don’ sign anything that doesn’ make you look good.

Number 4: The other side will want to discredit the list so are you OK with some extra scrutiny?

And 5: You have to be happy with at least a bit of the letter. And not just the punctuation. You have to be able to say you believe at least a few of the words in between.

Best, Rutherford

Find me on Strava, KoM Sydenham Hill, PR Al Jubailah/Bawdah Loop —2 mins.

WhatsApp to PhilK: No it needs to be more than prepositions as well. Actual sentiments.

WhatsApp to PhilK: Sorry Phil I’e literally never heard of half these people. You look like the only decent name. Some are retired. You want to be on the letter that the white papers say features “aptains of industry” This is the lance corporals of industry.

WhatsApp to Stephen: Whose brilliant idea was it to hold our summer party on the night of the election?

WhatsApp to Stephen: Yes, I know it was my idea but we have to move it. Otherwise it will just be clients, retiring MPs and journalists killing time till the exit poll. We need to reschedule for the week after. All the new ministers will rock up. The clients will love it. We’l even get a big mention in the Politico email. Just make sure we don’ clash with the big leftie organisations like the New Statesman, Labour Together or the BBC.

WhatsApp to LOTOJane: Jane, sorry to hear about Phil saying no. I’ surprised because he’ privately very enthusiastic about Keir. Let me talk to him.

WhatsApp to Stephen: Aargh. Jane says Keir is relying on us to find some names. n other words, we’e in Siberia unless we help.

WhatsApp to list 1: Hi, just a heads-up to a few close clients who might be interested. Keir Starmer’ team are looking for people to sign a supportive business letter. This election is as near as you get to a sure thing and there’ big brownie points available. Let me know if you are interested.

WhatsApp to LOTOJane: Great news, I’e got a few clients ready to sign up including some major business bosses —avid at Fracarys and John from BigEnergy

WhatsApp to LOTOJane: Well yes, there’ a teensy fossil fuel dimension to their work. But this is an economy letter not an environment one and anyway they are very forward-looking about the green transition

WhatsApp to BigEnergy John: We’e on. Now remember, you are very excited by clean energy and the green transition. Maybe keep mum with your views on Ed Miliband and don’ mention the renewed focus on the North Sea fields till after the election.

WhatsApp to BigEnergy John: I know you aren’ aligned with their policy but tell your board this is the best way to influence decisions —hich by the way, it is. And you like most of the letter.

WhatsApp to BigEnergy John: Well, you like the punctuation.

WhatsApp to LOTOJane: That’ great and I’ sure they will pull in some other big names. I’e got Phil K to agree too.

WhatsApp to LOTOJane: Not at all. I’ glad Keir is pleased and please tell him I was happy to help. Look forward to seeing you all at our summer party. ill keep the champagne on ice.

Messages recovered by Robert Shrimsley

​etter in response to this article:

​uther­ord Hall column on busi­ess is funny too  rom Jon Johannessen, Venice, CA, US"
872,"Glow on, you can do it",,2024-06-04,2024,The Sun,THESUN,"Features; Opinion, Column",587,"sunsavers.co.uk Instagram: @sunsavers Facebook.com/thesunsavers

EARN YOUR TANNING SEASON BRONZE MEDAL

LOVE Island is back on our screens and the cast are looking tan-tastic.

Want to bronze without breaking the bank? Use these budget tanning tricks for a flawless glow.

SUPER DUPE: Avoid splashing out on top tanning brands with a trip to B&M.

If you want a tanning mist, the Tantalize brand, at £.50, is a brilliant dupe for St Tropez's Purity, which is £2.10 at Amazon.

Prefer the original? Home Bargains is selling St Tropez tanning serum, RRP £5, for just £.99. In stores only.

THROW THE TOWEL IN: Prepping skin is crucial for a streakfree tan. Exfoliation is a key but instead of spending money on mitts or scrubs, repurpose an old towel. The rough texture is perfect for sloughing off dead cells, leaving skin ready to absorb the tanning product evenly.

Rub the towel gently over your skin in circular motions, focusing on rough areas like elbows, knees, and ankles. SOCK IT TO 'EM: No tanning mitt? No problem. Pop a couple of old clean socks on your hand and use them to buff in your tan instead. Wash your hands thoroughly after applying. THAT'S HANDY: Areas of dry skin, like elbows, knees and ankles, can absorb more tanning product, resulting in dark patches.

To avoid this, apply hand cream to these places before tanning. The cream creates a barrier to prevent the tanning product clinging to dry skin, ensuring a natural-looking tan. This easy trick helps you achieve a seamless glow.

REMOVAL SERVICE: If you end up with streaks or dark patches, don't fork out for a tanning remover.

BREWDOG games course,

Instead, gently rub the area with a cotton pad soaked in lemon juice or leftover make-up remover. This should lighten the area.

Then apply more tanning lotion if needed.

GLOW FOR IT: For a flawless Love Island-inspired glow, mix sparkly eyeshadow into body cream and rub it into your skin.

lAll prices on page correct at time of going to press. Deals and offers subject to availability.

DEAL OF DAY

MAKE like the Love Island cast and warm up beside a fire pit. This Home Steel one is usually £0, now £3 at argos.co.uk.

SAVE: £7

CHEAP TREAT

THESE new Milky Way croissants are out of this world. A pack of four was £.30, now £ at Iceland.

SAVE: 30p

What's new?

DOWNLOAD the Asda Rewards app to save more on your big shop. Connect the app to your Asda online shopping account or scan the app barcode at the till to start building your cashpot.

TOP SWAP £0

RELAX in this lovely rattan chair, £0, from Primark, above, or sit pretty by choosing the Phoenix Acacia seat, £9, at Dunelm, below.

SAVE: £1 £9 ensuring This a

Little helper

BREWDOG are showing all the games at Euro 2024, including, of course, Scotland as they open the tournament against Germany. Each day has different offers like two for one vegan meals. For more information visit brewdog.com/uk mix cream

SHOP & SAVE

ENJOY a chilled glass of wine for less. Ned Sauvignon Blanc was £0, now £.75 in store at Asda.

SAVE: £.25

HOT RIGHT NOW KEEP cool at night with the Silentnight Restore bedding range. Get 15 per cent off, including a pillow-cooling gel pad, at sleepypeople.com."
873,Ex- BrewDog  boss seeks 'high-quality humans' for new venture,Lizzie Roberts,2024-06-08,2024,The Times,T,News,389,"The former BrewDog boss James Watt has issued a call for ""high-quality humans"" to apply for his next business venture.

The trawler captain turned hipster beer magnate, who announced last month that he was stepping down from the top job 17 years after he co-founded the brewing and pub group, announced his new project in a LinkedIn post.

Watt, 41, wrote: ""High Quality Humans Apply Here"", accompanied by a rocket ship emoji. The business, Social Tip, will be ""in the brand building space"", focusing on ""building community and rewarding everyday people for genuine brand advocacy and love"", Watt said.

""I am building a new business! I will share the full details with all of you very soon and we are launching this summer,"" he added.

The firm already has eight members of staff on board, but is now seeking a US general manager as well as two UKbased graduates.

""The person needs to be an entrepreneurial self-starter and ideally someone with a keen interest in marketing and online marketing, and someone who has partnered with brands to help them deliver results.

""A history of working with brands and an extensive network of brand contacts is key here,"" the post said.

The ideal candidate needs to be ""experienced and ambitious ... who likes being in the trenches too"" and will be rewarded with an equity package.

Two ""extraordinary"" graduates are also being sought by Social Tip to work directly alongside Watt and the sales team.

Watt, who started BrewDog from a garage in Fraserburgh, Aberdeenshire, with his school friend Martin Dickie, first told the board last year that he wanted to step away to focus on other projects.

BrewDog said at the time that Watt would take on a new non-executive role of ""captain and co-founder"". He retains a 21 per cent shareholding in the firm.

""I love the business, I love the people, I love what we do. But I always wanted to build multiple businesses. The people I look to, most of them have built multiple amazing businesses,"" he told The Sunday Times last month, adding that the thrill of building the business had worn off and he was ready to move away from the day-to-day demands of the job."
874,"Cheers to you, Dad",Ben McFarland ; Tom Sandham,2024-06-15,2024,The Sun,THESUN,News,790,"THINKING DRINKERS' LIQUID GIFT GUIDE

IF you're opting for the easy win with a drinks gift for Father's Day, don't stray too far from his standards - after all, if it's not broke, don't ask Dad to fix it.

A bottle of beer, dram of whisky or gin and tonic will always work, and if you can open the wallet a little wider, you can swap his staple sips for something special. Here are our suggestions ... lThe award-winning Thinking Drinkers are touring the UK with their comedy tasting shows. See thinkingdrinkers.com.

Lager and ale THANKS to the craft beer revolution dads can now pick a different pint according to weather or their mood.

Most supermarkets have mix 'n' match deals or you can just grab a four-pack of a favourite lager or some ales for under a tenner.

LAGER SAINSBURY'S has a great deal on Birra Moretti with 12 bottles of the premium Italian lager at £3 for Nectar card holders.

But if the sun's out, dads will be at the bbq, and nothing fits his non-burger flipping hand better than a 25cl French beer.

Chill them and these crisp lagers are perfect to pair with burnt sausages, with ten of Morrisons' Biere Continentale Bottles at £.60 and 10 Saint Bertin Lager in Lidl at £.

ALE THE original craft beer and the national drink of Britain, you'll find decent ale in all supermarkets. Tesco has offers for Clubcard holders on multipacks of the delicious tropical IPA from Tiny Rebel Clwb priced at £ for a pack of four as well as Vocation Brewery's Life and Death IPA four packs for £.75.

Meanwhile, at Asda a four-pack of Greene King India Pale Ale is down to £.50 and a delicious dozen BrewDog Wingman Session IPA cans is just £2.

CRAFT BEAVERTOWN Neck Oil is the craft beer of choice in the boozer these days and Morrisons has reduced this fruity and flavoursome session IPA to £5.50 for ten.

In Aldi, the Harviestoun Brewery Schiehallion Craft Lager is £.85 for a 500ml bottle.

Cider

IT'S supposed to be the summer, and cider is enjoying a welcome comeback. It's not just about the apples with cider these days, there's a whole world of flavours out there.

At Sainsbury's Nectar card holders can pick up a Kopperberg cider variety pack ? with raspberry and Blackcurrant and tropical fruit options ? for £.

Whisky NOTHING suits your old man better than being left alone to sip in peace, and a single malt remains a nailed-on dad pleaser.

Asda has an incredible price of £0 for the Tamnavulin Double Cask, which is a lovely, easy drinking single malt from Speyside, sweet but with a bit of ginger spice.

For fans of blended Scotch, you'll find the premium Johnnie Walker Black Label on offer right now.

The Tesco Clubcard price is £1, which is similar to the cost of the Red Label, with the Black Label blending some rarer single malts.

American whiskey IF your dad loves a Jack Daniel's & coke, then upgrade to Wild Turkey, at £5.99 on Amazon it's worth gobbling up.

This

Kentucky Straight Bourbon was stunt biker Evel Knievel's favourite, and has been matured to deliver a warm vanilla flavour.

Tasty either neat or in an Old Fashioned cocktail.

Rum

AGED sipping rums are winning over whisky fans, so if your dad likes a sweeter spirit then Mount Gay Eclipse is a steal at £0 with a Clubcard at Tesco.

Made in Barbados, the original home of rum, it can be sipped neat or elevates any rum & Coke.

Or for a post-Sunday lunch talking point, the Venezuelan rum Diplomatico Mantuano brings some sophistication to sipping. Aged under tropical conditions, it's on special at £4.45 on Master of Malt and is best served with a chunk of chocolate.

If he prefers something spiced, then Sailor Jerry's is the real deal. The flavours of ginger, vanilla and Christmas cake are courtesy of a recipe dreamt up by US Navy man and tattoo artist Norman ""Sailor Jerry"" Collins.

Norman is now drinking in the big bar in the sky, but his own artwork still graces the bottle's label. It is £6 on Amazon.

Gin CUT through all the fancy flavoured gins and deliver dad a true classic with Plymouth.

It's a gin with plenty of juniper flavour so it's marvellous in a martini and glorious in a G&T, and you can pick up a special-edition bottle from Amazon for £8.98."
875,BECOME AN INFLUENCER WITH  BREWDOG  FOUNDER,,2024-06-18,2024,Daily Mail,DAIM,News,185,"BREWDOG'S founder is launching an influencer app with the help of his TV personality girlfriend.

James Watt quit as chief executive of the craft beer giant a month ago. And yesterday he announced plans for Social Tip, an app developed alongside former Made In Chelsea star Georgia Toffolo that will allow consumers to become influencers.

Those who post on social media about brands they like will be rewarded with money.

Watt, 42, who is still an adviser and non-executive director at BrewDog, discussed the app's development with influencer

Toffolo, 29. Social Tip will be launched and become available for download in the summer.

Watt will run it alongside Thomas Matecki, former chief technology officer of fintech firm Zilch, and Georgia Lee, ex-managing director of food delivery firm Supper.

He said: 'We will be marketing ourselves from day one, so people see the opportunity to make money from their posts, but companies will also be wanting their customers to be aware of this, aware of the opportunity to share their experience while profiting from it.'"
876,Brewdog  founder to launch social influencer app,Greig Cameron,2024-06-18,2024,The Times,T,News,558,"The former Brewdog boss James Watt is launching a new venture which aims to pay people for their social media posts and has signed up his influencer girlfriend's dog food brand as a customer.

Last month he stepped down from running the brewer he co-founded. He believes his Social Tip app can bring ""authenticity"" to the digital marketing world.

Watt, 41, said the business is in the final phases of testing and he hopes to have it fully available in the next four to six weeks. The app works when someone buys something from one of its partner brands. Depending on the reach and quality of their subsequent social media posts they can get up to 10 per cent of the initial purchase price back. Social Tip makes money by taking a small commission from the companies it works with.

Watt said he was careful to ensure he was doing ""something that was a little bit different from Brewdog"" but used lessons he learnt while building the brewer. That included seeing the power of fostering a customer community and the value of peer-to-peer recommendations.

Watt pointed out social media influencers are gifted products or paid to promote them but promised Social Tip is different.

He said: ""It is increasingly difficult for brands to connect across platforms. Authenticity is really hard to find but this is something which will be a genuine recommendation. I'm really passionate about doing something that puts money back into the pockets of people across the UK and further afield.

""Give me a choice between paying thousands of pounds to a social media personality to fake-love my brand or rewarding masses of genuine, loyal fans, and it's no contest.""

A number of brands have signed up, including Puregym, Azio Beauty, P&Co, the clothing firm, the soft drinks maker Trip, and Brewdog.

Also on board is Wild Pack, a raw pet food provider started by the influencer and entrepreneur Georgia Toffolo, 29, who has been Watt's partner since last year. Watt joked that it had led to ""some difficult conversations around the dinner table"" given his platform hopes to reduce the importance of online influencers but acknowledged it was great to have her support.

Watt has self-funded the business to date and estimates he has spent about £ million on it.

It has a team of eight with its headquarters in London and will initially operate in the UK and United States.

Watt is bringing in external investors, including a deal with Hatch, a tech investment fund, but expects to retain a stake of about 80 per cent.

He co-founded Brewdog in 2007 and built it into one of Scotland's largest independent drinks companies with bars and hotels around the world.

He announced last month he would be stepping down as its chief executive.

Watt had faced allegations in 2021 of creating a toxic workplace culture and then was accused in a BBC documentary of inappropriate behaviour.

At Watt's behest Brewdog overhauled its internal practices and brought in Allan Leighton, the former Asda boss, as its chairman. In an exclusive interview with The Times last month Watt denied many of the charges made against him but acknowledged that at times he was ""too intense""."
877,"Business; Opinion, Columns IT'S BEER TO PEER..",ASHLEY ARMSTRONG,2024-06-18,2024,The Sun,THESUN,,178,"busin ss By ASHLEY ARMSTRONG ashley.armstrong@the-sun.co.uk @AArmstrong_says

BREWDOG founder James Watt has launched a venture to allow regular customers to become influencers and get paid for positive posts on social media.

Mr Watt, who dates I'm a Celebrity... winner Georgia Toffolo, has invested £million in Social Tip.

The app platform has already teamed up with brands including HUEL and pub chain SLUG & LETTUCE. For each post on it, the average Instagram user, with 700 to 1,000 followers, would receive from £ to £0 with Social Tip taking a 25 per cent commission from the brands.

Mr Watt said the initiative builds on the power of ""genuine peer-to-peer recommendations"".

The Scot stepped back as CEO of craft beer giant Brewdog only last month, and said of his quickfire switch to a new venture: ""I just love building things."" And he has already sought advice from former Made in Chelsea star Georgia, an influencer with nearly 3million followers."
878,BrewDog  boss: My dad has cancer,SIAN MAHER,2024-06-29,2024,The Sun,THESUN,News,149,"BREWDOG boss James Watt has revealed his dad has pancreatic cancer.

The booze giants' cofounder, 42, said the diagnosis three weeks ago had hit his father Jim and the rest of the family ""like a sledgehammer"".

He said on social media: ""Up until three weeks ago he was working fulltime on his lobster fishing boat, hauling 300 lobster pots every day.

""I still can't wrap my head around the fact he went from exceptionally strong, fit and healthy to facing such an arduous health challenge in such a short space of time.""

Watt told how one of his closest pals, BrewDog sales director Dan Burton, 40, died of the same illness in January.

The tycoon, who last month stepped back as CEO, also posted a photo of him with his dad and ex-reality TV star partner Georgia Toffolo, 29."
879,Can online reporting stop workplace microaggressions?,Emma Jacobs,2024-07-10,2024,Financial Times (FT.Com),FTCOM,,828,"Staff at law firm Hogan Lovells can now log harassment on a tech platform —ut some suggest they talk about their problems instead

Law firm Hogan Lovells has launched a new way to improve relations in the workplace. If staff experience unacceptable behaviour like someone taking credit for their work, or microaggressions such as bias related to age, gender or race, they can now log it online, discreetly flagging the problem to management.

The firm introduced the tool after noticing employee “eluctance to call out seemingly ‘inor incidents’ which may nonetheless contribute to someone feeling excluded or marginalised” Penny Angell, UK managing partner, says.

Critics accused the firm of policing staff and stoking a culture of fear.

Rosie Turner, co-founder of InChorus, the platform used by Hogan Lovells and other employers from a range of sectors, denies it is “he weaponisation of the woke” She describes the tool as a “moke alarm”hat exposes problems before they become severe.

“f you look back at Uber, BrewDog, Ted Baker,”he says, “hat you always see is that those big behaviours don’ happen in a vacuum.”ll three companies were publicly accused by workers of perpetuating toxic cultures.

Turner makes the case for a mechanism allowing employees to flag problems that is more proactive than annual engagement surveys and less drastic than formally reporting grievances. “here’ little between these two extremes. It’ not about policing behaviours, it’ about detecting friction points.”

Reporting on such platforms is anonymous, and InChorus and similar providers do not allow staff to blame or identify individuals, which Turner says would make the mechanisms “ulnerable to misuse” The microaggressions or bad behaviour staff might report include assuming an older colleague is technologically challenged, or bullying or belittling behaviour.

After the murder of George Floyd in 2020, employers stepped up diversity initiatives to advance staff from under-represented backgrounds. But subsequently, after the US Supreme Court ruled last June against race-conscious university admissions, corporate programmes have come under attack, including by prominent figures such as Elon Musk and hedge fund billionaire Bill Ackman.

In the UK, stronger worker protections due to come into force in October will place a duty on employers to take reasonable steps to prevent misconduct. Law firm Travers Smith, for example, has updated its policy on staff reporting concerns about conduct, alongside a training programme for managers.

Turner says ideally organisations would want people to speak up in-person when they experience problems. But “hat overlooks power dynamics. You can’ demand psychological safety.”ather than seeing such tools as punitive, employers should use them to collect data and understand friction between co-workers. It might help identify training, or encourage those with differences of opinion, say between generations, to understand each other’ perspectives. “his stuff can feel very binary,”ays Turner. “ctually it’ often not that. There’ a messy bit in the middle.”

Tech platforms that collect complaints can improve understanding, says David D’ouza, director of profession at the CIPD, the human resources body. However, they risk creating a “ulture of reporting rather than direct dialogue. Organisations need to clearly define what should be reported through these channels, while promoting direct and timely conversations between colleagues.”

Ethan Burris, professor of management at the McCombs School of Business at the University of Texas at Austin, says these reporting channels can also “end signals that it is not safe to speak up face to face”

If leadership is funnelling people to use anonymous avenues to tell the truth, then it may suggest that it is risky to speak out. “hile anonymous hotlines are important for HR to capture instances of discrimination, harassment and unethical behaviour, if that is the primary or only mechanism to hear from employees, it is a strong signal that employees should be cautious telling the truth about any issue.”

Another problem can be that such systems rob leadership of the ability of to follow up. “nonymity, while important for protecting the identity of the employee, greatly hinders leaders’bility to    ind out what is really going on,”ays Burris. It would be too extreme, he says, to claim that anonymous systems are harmful for employees. “hey absolutely have their place    but, they need to be complemented with other avenues for employees to relay their feedback and ideas, [leaders need to signal] that employee input is valued and impactful for changing company policy and routines.”

The most important thing for ensuring that microaggression reporting is more than a fig leaf? Employers need to take concrete actions in response to what they hear, says Burris. “bsent these, employees rightfully feel that their voice goes into the ether, or worse, that there will be severe consequences for telling the truth.”

Letter in response to this article:

Bosses should encourage dissent, not anonymous complaints  rom Vera Cherepanova, Founding Partner, Studio Etica compliance consultancy, Malibu, CA, US"
880,DINE OUT FOR LESS,,2024-07-10,2024,The Sun,THESUN,Features,379,"PROMOTED CONTENT

Swap Clubcard vouchers for top treats like meals, movies, hotels and hols

THERE'S MORE GOOD NEWS

THE loyalty scheme from Tesco has long been a great way to cut grocery shopping costs.

But you can make your Clubcard points go twice as far by unlocking a summer of fabulously fun, dazzling deals.

With more than 100 Tesco Reward Partners, 25% you can use the points to get vouchers for days out, eating out, hotels and holidays, as well as home essentials.

offfood PizzaExpress July

And with each point counting for two times its value when you use it, you'll be quids in each time.

HOW IT WORKS 1. Collect your Tesco Clubcard points by shopping in store, online and with Tesco Mobile.

2. Every £ spent nets you one point. Each point is worth 1p.

3. Turn your points into vouchers using the Tesco Grocery & Clubcard app. 4. Either spend the vouchers on your regular Tesco shop, or use with a

Reward Partner where vouchers are worth two times their value - it's easy to do this through the app.

Tesco loves to reward its loyal customers, so you can use your vouchers at a range of restaurants that are proud to be Tesco Reward Partners. These include Prezzo, Zizzi, ASK Italian, Chef & at 7-25*

Brewer and Hungry Horse, as well as more than 50 BrewDog bars. On top of all that, as an extra bonus, Clubcard members will also be able to benefit from 25 per cent off food bills at PizzaExpress for most of July.*

To claim this tasty offer, sign up at pizzaexpress.com/tesco and you'll receive a QR code to present when asking for your bill.

Then you just need to remember to take your Clubcard with you to the restaurant. This sizzling summer offer will run every Sunday to Thursday from July 7-25, 2024.

FIND OUT MORE AT TESCO.COM/CLUBCARD *Clubcard/app required. Valid Sun-Thu, 7-25 July 2024 when dining in with a valid QR code. Food items only. Not valid with Clubcard PizzaExpress Partner codes and cannot be used in conjunction with any other PizzaExpress offers or PizzaExpress Club rewards. T&Cs apply. See pizzaexpress.com/tesco"
